,,
PLAYER MOVE: LEFT, [MSG: THAT'S A WALL!] ,23.0938
,,
PLAYER MOVE: DOWN,,447.443
,,
PLAYER MOVE: INVALID KEY, [MSG: INVALID KEY]  [MSG: TRY A DIFFERENT DIRECTION] ,265.151
,,
PLAYER MOVE: RIGHT, [CONTACT: LETTUCE] ,26.2238
,,
PLAYER MOVE: DOWN,,421.123
,,
PLAYER MOVE: DOWN,,325.413
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: DOWN,,340.909
,,
PLAYER MOVE: RIGHT,,477.273
,,
PLAYER MOVE: RIGHT,,447.443
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,421.123
,,
PLAYER MOVE: RIGHT, [MSG: EAGLE GOT A FROG] ,25.3868
,,
PLAYER MOVE: RIGHT,,421.123
,,
PLAYER MOVE: RIGHT,,447.443
,,
PLAYER MOVE: RIGHT,,447.443
,,
PLAYER MOVE: RIGHT,,447.443
,,
PLAYER MOVE: RIGHT, [CONTACT: PELLET] ,19.9418
,,
PLAYER MOVE: RIGHT, [MSG: EAGLE GOT A FROG] ,24.7719
,,
PLAYER MOVE: RIGHT,,596.591
,,
PLAYER MOVE: RIGHT, [CONTACT: LETTUCE] ,25.8451
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: UP, [CONTACT: LETTUCE] ,26.3202
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: UP,,447.443
,,
PLAYER MOVE: UP,,511.364
,,
PLAYER MOVE: UP,,511.364
,,
PLAYER MOVE: LEFT,,477.273
,,
PLAYER MOVE: LEFT,,511.364
,,
PLAYER MOVE: LEFT,,511.364
,,
PLAYER MOVE: LEFT,,550.699
,,
PLAYER MOVE: LEFT, [MSG: LAST LETTUCE EATEN] ,22.9458
,,
GAME END: WIN, [MSG: SURVIVED] ,
,,
PLAYER MOVE: DOWN,,152.321
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: DOWN, [MSG: FROG GOT YOU] ,24.3506
,,
GAME END: LOSE, [MSG: REST IN PEAS] ,
,,
PLAYER MOVE: DOWN,,178.977
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: DOWN, [MSG: EAGLE GOT A FROG] ,26.0331
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN, [CONTACT: PELLET] ,24.6865
,,
PLAYER MOVE: LEFT, [MSG: THAT'S A WALL!] ,25.6598
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: INVALID KEY, [MSG: INVALID KEY]  [MSG: TRY A DIFFERENT DIRECTION] ,357.955
,,
PLAYER MOVE: RIGHT, [CONTACT: LETTUCE] ,23.0938
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: RIGHT,,421.123
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,421.123
,,
PLAYER MOVE: RIGHT,,477.273
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,477.273
,,
PLAYER MOVE: RIGHT,,477.273
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,477.273
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT, [MSG: EAGLE GOT A FROG] ,21.6287
,,
PLAYER MOVE: RIGHT, [CONTACT: LETTUCE] ,26.1281
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: UP,,511.364
,,
PLAYER MOVE: UP, [CONTACT: LETTUCE] ,24.7719
,,
PLAYER MOVE: UP,,511.364
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: LEFT,,447.443
,,
PLAYER MOVE: LEFT,,447.443
,,
PLAYER MOVE: LEFT,,477.273
,,
PLAYER MOVE: LEFT,,477.273
,,
PLAYER MOVE: LEFT, [MSG: LAST LETTUCE EATEN] ,19.5071
,,
GAME END: WIN, [MSG: SURVIVED] ,
,,
PLAYER MOVE: DOWN, [MSG: EAGLE GOT A FROG] ,23.0938
,,
PLAYER MOVE: DOWN,,421.123
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN,,447.443
,,
PLAYER MOVE: LEFT, [MSG: THAT'S A WALL!] ,25.3868
,,
PLAYER MOVE: DOWN, [MSG: FROG GOT YOU] ,19.1933
,,
GAME END: LOSE, [MSG: REST IN PEAS] ,
,,
PLAYER MOVE: DOWN,,174.612
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN,,447.443
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN, [MSG: OOPS! ENCOUNTERED A FROG!] ,21.3704
,,
GAME END: LOSE, [MSG: REST IN PEAS] ,
,,
PLAYER MOVE: DOWN,,174.612
,,
PLAYER MOVE: DOWN,,421.123
,,
PLAYER MOVE: DOWN,,421.123
,,
PLAYER MOVE: DOWN, [MSG: EAGLE GOT A FROG]  [MSG: FROG GOT YOU] ,12.9459
,,
GAME END: LOSE, [MSG: REST IN PEAS] ,
,,
PLAYER MOVE: DOWN,,183.566
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN,,421.123
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN,,397.727
,,
PLAYER MOVE: LEFT, [MSG: THAT'S A WALL!] ,25.9387
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: INVALID KEY, [MSG: INVALID KEY]  [MSG: TRY A DIFFERENT DIRECTION] ,340.909
,,
PLAYER MOVE: RIGHT, [CONTACT: LETTUCE] ,25.3868
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN,,421.123
,,
PLAYER MOVE: DOWN,,397.727
,,
PLAYER MOVE: RIGHT,,397.727
,,
PLAYER MOVE: RIGHT,,477.273
,,
PLAYER MOVE: RIGHT,,447.443
,,
PLAYER MOVE: RIGHT,,477.273
,,
PLAYER MOVE: RIGHT,,477.273
,,
PLAYER MOVE: RIGHT,,447.443
,,
PLAYER MOVE: RIGHT,,447.443
,,
PLAYER MOVE: RIGHT,,421.123
,,
PLAYER MOVE: RIGHT,,421.123
,,
PLAYER MOVE: RIGHT,,447.443
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,477.273
,,
PLAYER MOVE: RIGHT, [CONTACT: LETTUCE] ,23.3957
,,
PLAYER MOVE: UP,,421.123
,,
PLAYER MOVE: UP,,447.443
,,
PLAYER MOVE: UP, [CONTACT: LETTUCE] ,22.3025
,,
PLAYER MOVE: UP,,447.443
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: UP,,447.443
,,
PLAYER MOVE: LEFT,,477.273
,,
PLAYER MOVE: LEFT,,340.909
,,
PLAYER MOVE: LEFT,,421.123
,,
PLAYER MOVE: LEFT,,477.273
,,
PLAYER MOVE: LEFT, [MSG: LAST LETTUCE EATEN] ,23.3195
,,
GAME END: WIN, [MSG: SURVIVED] ,
,,
PLAYER MOVE: DOWN,,178.977
,,
PLAYER MOVE: DOWN,,357.955
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: DOWN, [MSG: OOPS! ENCOUNTERED A FROG!] ,3.78188
,,
GAME END: LOSE, [MSG: REST IN PEAS] ,
,,
PLAYER MOVE: DOWN,,166.49
,,
PLAYER MOVE: DOWN,,447.443
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: DOWN, [MSG: OOPS! ENCOUNTERED A FROG!] ,24.1047
,,
GAME END: LOSE, [MSG: REST IN PEAS] ,
,,
PLAYER MOVE: DOWN,,170.455
,,
PLAYER MOVE: DOWN,,397.727
,,
PLAYER MOVE: DOWN, [MSG: EAGLE GOT A FROG] ,24.9446
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: LEFT, [MSG: THAT'S A WALL!] ,25.6598
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: INVALID KEY, [MSG: INVALID KEY]  [MSG: TRY A DIFFERENT DIRECTION] ,357.955
,,
PLAYER MOVE: RIGHT, [CONTACT: LETTUCE] ,25.6598
,,
PLAYER MOVE: DOWN, [MSG: EAGLE GOT A FROG] ,26.2238
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,550.699
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,550.699
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,550.699
,,
PLAYER MOVE: RIGHT,,511.364
,,
PLAYER MOVE: RIGHT,,550.699
,,
PLAYER MOVE: RIGHT,,550.699
,,
PLAYER MOVE: RIGHT,,550.699
,,
PLAYER MOVE: RIGHT, [CONTACT: LETTUCE] ,22.9458
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: UP, [CONTACT: LETTUCE] ,26.3202
,,
PLAYER MOVE: UP,,511.364
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: UP,,511.364
,,
PLAYER MOVE: UP,,477.273
,,
PLAYER MOVE: LEFT,,550.699
,,
PLAYER MOVE: LEFT,,340.909
,,
PLAYER MOVE: LEFT,,447.443
,,
PLAYER MOVE: LEFT,,511.364
,,
PLAYER MOVE: LEFT, [MSG: LAST LETTUCE EATEN] ,22.9458
,,
GAME END: WIN, [MSG: SURVIVED] ,
,,
PLAYER MOVE: DOWN,,152.321
,,
PLAYER MOVE: DOWN, [MSG: OOPS! ENCOUNTERED A FROG!] ,24.6017
,,
GAME END: LOSE, [MSG: REST IN PEAS] ,
,,
PLAYER MOVE: DOWN,,178.977
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN,,447.443
,,
PLAYER MOVE: DOWN, [MSG: OOPS! ENCOUNTERED A FROG!] ,16.4956
,,
GAME END: LOSE, [MSG: REST IN PEAS] ,
,,
PLAYER MOVE: DOWN, [MSG: EAGLE GOT A FROG] ,23.7056
,,
PLAYER MOVE: DOWN,,447.443
,,
PLAYER MOVE: DOWN,,447.443
,,
PLAYER MOVE: DOWN, [MSG: OOPS! ENCOUNTERED A FROG!] ,24.1861
,,
GAME END: LOSE, [MSG: REST IN PEAS] ,
,,
PLAYER MOVE: DOWN, [MSG: EAGLE GOT A FROG] ,21.1807
,,
PLAYER MOVE: DOWN,,511.364
,,
PLAYER MOVE: DOWN, [CONTACT: PELLET] ,21.7602
,,
PLAYER MOVE: DOWN,,477.273
,,
PLAYER MOVE: DOWN, [MSG: FROG GOT YOU] ,13.8206
,,349.6173293
GAME END: LOSE, [MSG: REST IN PEAS] ,
